machine,compiler,repetition,query,engine,threads,query_label,time,task-clock:u,context-switches:u,cpu-migrations:u,page-faults:u,cycles:u,instructions:u,branches:u,branch-misses:u,L1-dcache-loads:u,L1-dcache-load-misses:u,LLC-loads:u,LLC-load-misses:u,L1-icache-loads:u,L1-icache-load-misses:u,dTLB-loads:u,dTLB-load-misses:u,iTLB-loads:u,iTLB-load-misses:u,L1-dcache-prefetches:u,L1-dcache-prefetch-misses:u
parmesan,clang,0,5,vectorwise,80,q5 vectorwise,121.374,54595.49,0.0,0.0,519951.0,122547233590.0,156679281088.0,,296807632.0,55604433861.0,1535224932.0,2144578527.0,1750313867.0,34056169532.0,2457376.0,55338843213.0,1472618599.0,16458744172.0,196784.0,,
parmesan,clang,0,5,hyper,80,q5 hyper,122.156,53275.64,0.0,0.0,492643.0,125384695163.0,102539296067.0,,480677464.0,48570253354.0,1442149131.0,2080772607.0,1665402987.0,26172925909.0,1998637.0,48007700770.0,1404226335.0,21378849807.0,234225.0,,
parmesan,gcc,0,5,hyper,81,q5 hyper,121.211,60591.66,0.0,0.0,532965.0,141159959283.0,102959124516.0,,574064996.0,54953076594.0,1710771098.0,2482395119.0,1993655961.0,28930646404.0,2319537.0,52933065159.0,1701745208.0,25191105497.0,249755.0,,
parmesan,gcc,0,5,vectorwise,81,q5 vectorwise,118.802,52891.42,0.0,0.0,519846.0,121720571333.0,131302155908.0,,292651907.0,52334303579.0,1543734664.0,2201605087.0,1822660992.0,27646353536.0,2745990.0,48561242171.0,1412480301.0,16475308592.0,122401.0,,
parmesan,clang,0,5,vectorwise,81,q5 vectorwise,120.857,53647.23,0.0,0.0,519739.0,115120823474.0,157223751312.0,,303106266.0,48070467188.0,1682973929.0,2335172442.0,1854077285.0,34958352190.0,2932279.0,56173386803.0,1403583428.0,15538579410.0,162240.0,,
parmesan,clang,0,5,hyper,81,q5 hyper,121.23,60769.19,0.0,0.0,536612.0,136802224238.0,102090912358.0,,600629379.0,55203724548.0,1785254299.0,2559281671.0,2017754455.0,27755572916.0,2037691.0,55717199503.0,1591216690.0,25458300905.0,275585.0,,
parmesan,gcc,0,5,vectorwise,82,q5 vectorwise,118.054,53999.79,0.0,0.0,526097.0,121180931180.0,144796982456.0,,290493233.0,49930261069.0,1536476753.0,2154191350.0,1820124998.0,27546951926.0,2416552.0,51721857966.0,1537979497.0,16815987317.0,204531.0,,
parmesan,gcc,0,5,hyper,82,q5 hyper,119.875,60748.2,0.0,0.0,533106.0,150875948467.0,108717646776.0,,664951959.0,57086757666.0,1705901168.0,2494366692.0,2010578717.0,26497117589.0,1970945.0,52372557699.0,1702498742.0,18779437203.0,220793.0,,
parmesan,clang,0,5,hyper,82,q5 hyper,119.491,60697.42,0.0,0.0,533276.0,140393115775.0,105210935956.0,,577844721.0,55988685907.0,1748416658.0,2489659311.0,2004069479.0,28068694776.0,2297823.0,52204004146.0,1639963441.0,25325451599.0,253069.0,,
parmesan,clang,0,5,vectorwise,82,q5 vectorwise,117.063,53188.51,0.0,0.0,519954.0,114862579227.0,147031500269.0,,289465133.0,47468824141.0,1601620744.0,2290029275.0,1877617559.0,27974369851.0,2559690.0,50129675686.0,1450772554.0,16311803042.0,196064.0,,
